Source,Target,Type,Id,Label,timeset,Weight
605,656,Directed,11465,,,1
605,663,Directed,11466,,,1
605,665,Directed,11467,,,1
605,666,Directed,11468,,,1
605,671,Directed,11469,,,1
605,673,Directed,11470,,,1
605,674,Directed,11471,,,1
605,677,Directed,11472,,,1
605,681,Directed,11473,,,1
605,682,Directed,11474,,,1
605,683,Directed,11475,,,1
605,685,Directed,11476,,,1
605,686,Directed,11477,,,1
605,688,Directed,11478,,,1
605,690,Directed,11479,,,1
605,695,Directed,11480,,,1
605,696,Directed,11481,,,1
605,698,Directed,11482,,,1
606,607,Directed,11483,,,1
606,609,Directed,11484,,,1
606,615,Directed,11485,,,1
606,616,Directed,11486,,,1
606,617,Directed,11487,,,1
606,618,Directed,11488,,,1
606,619,Directed,11489,,,1
606,620,Directed,11490,,,1
606,621,Directed,11491,,,1
606,625,Directed,11492,,,1
606,626,Directed,11493,,,1
606,627,Directed,11494,,,1
606,630,Directed,11495,,,1
606,632,Directed,11496,,,1
606,637,Directed,11497,,,1
606,638,Directed,11498,,,1
606,639,Directed,11499,,,1
606,640,Directed,11500,,,1
606,641,Directed,11501,,,1
606,643,Directed,11502,,,1
606,644,Directed,11503,,,1
606,645,Directed,11504,,,1
606,647,Directed,11505,,,1
606,649,Directed,11506,,,1
606,650,Directed,11507,,,1
606,651,Directed,11508,,,1
606,652,Directed,11509,,,1
606,658,Directed,11510,,,1
606,659,Directed,11511,,,1
606,664,Directed,11512,,,1
606,666,Directed,11513,,,1
606,667,Directed,11514,,,1
606,670,Directed,11515,,,1
606,672,Directed,11516,,,1
606,676,Directed,11517,,,1
606,678,Directed,11518,,,1
606,680,Directed,11519,,,1
606,681,Directed,11520,,,1
606,682,Directed,11521,,,1
606,684,Directed,11522,,,1
606,686,Directed,11523,,,1
606,688,Directed,11524,,,1
606,689,Directed,11525,,,1
606,691,Directed,11526,,,1
606,693,Directed,11527,,,1
606,694,Directed,11528,,,1
606,696,Directed,11529,,,1
606,697,Directed,11530,,,1
606,698,Directed,11531,,,1
606,699,Directed,11532,,,1
607,608,Directed,11533,,,1
607,611,Directed,11534,,,1
607,612,Directed,11535,,,1
607,613,Directed,11536,,,1
607,614,Directed,11537,,,1
607,615,Directed,11538,,,1
607,616,Directed,11539,,,1
607,619,Directed,11540,,,1
607,620,Directed,11541,,,1
607,621,Directed,11542,,,1
607,624,Directed,11543,,,1
607,625,Directed,11544,,,1
607,628,Directed,11545,,,1
607,632,Directed,11546,,,1
607,633,Directed,11547,,,1
607,634,Directed,11548,,,1
607,636,Directed,11549,,,1
607,639,Directed,11550,,,1
607,642,Directed,11551,,,1
607,643,Directed,11552,,,1
607,644,Directed,11553,,,1
607,646,Directed,11554,,,1
607,648,Directed,11555,,,1
607,650,Directed,11556,,,1
607,654,Directed,11557,,,1
607,655,Directed,11558,,,1
607,656,Directed,11559,,,1
607,657,Directed,11560,,,1
607,658,Directed,11561,,,1
607,661,Directed,11562,,,1
607,662,Directed,11563,,,1
607,664,Directed,11564,,,1
607,665,Directed,11565,,,1
607,668,Directed,11566,,,1
607,670,Directed,11567,,,1
607,672,Directed,11568,,,1
607,673,Directed,11569,,,1
607,674,Directed,11570,,,1
607,675,Directed,11571,,,1
607,676,Directed,11572,,,1
607,677,Directed,11573,,,1
607,679,Directed,11574,,,1
607,682,Directed,11575,,,1
607,688,Directed,11576,,,1
607,689,Directed,11577,,,1
607,690,Directed,11578,,,1
607,696,Directed,11579,,,1
607,698,Directed,11580,,,1
608,612,Directed,11581,,,1
608,613,Directed,11582,,,1
608,616,Directed,11583,,,1
608,619,Directed,11584,,,1
608,621,Directed,11585,,,1
608,624,Directed,11586,,,1
608,626,Directed,11587,,,1
608,627,Directed,11588,,,1
608,628,Directed,11589,,,1
608,630,Directed,11590,,,1
608,633,Directed,11591,,,1
608,638,Directed,11592,,,1
608,642,Directed,11593,,,1
608,645,Directed,11594,,,1
608,647,Directed,11595,,,1
608,648,Directed,11596,,,1
608,650,Directed,11597,,,1
608,651,Directed,11598,,,1
608,652,Directed,11599,,,1
608,653,Directed,11600,,,1
608,656,Directed,11601,,,1
608,659,Directed,11602,,,1
608,663,Directed,11603,,,1
608,665,Directed,11604,,,1
608,666,Directed,11605,,,1
608,667,Directed,11606,,,1
608,669,Directed,11607,,,1
608,670,Directed,11608,,,1
608,674,Directed,11609,,,1
608,677,Directed,11610,,,1
608,680,Directed,11611,,,1
608,686,Directed,11612,,,1
608,688,Directed,11613,,,1
608,691,Directed,11614,,,1
608,694,Directed,11615,,,1
608,695,Directed,11616,,,1
608,696,Directed,11617,,,1
608,697,Directed,11618,,,1
608,698,Directed,11619,,,1
609,610,Directed,11620,,,1
609,611,Directed,11621,,,1
609,615,Directed,11622,,,1
609,619,Directed,11623,,,1
609,621,Directed,11624,,,1
609,623,Directed,11625,,,1
609,624,Directed,11626,,,1
609,625,Directed,11627,,,1
609,626,Directed,11628,,,1
609,629,Directed,11629,,,1
609,630,Directed,11630,,,1
609,633,Directed,11631,,,1
609,639,Directed,11632,,,1
609,642,Directed,11633,,,1
609,643,Directed,11634,,,1
609,644,Directed,11635,,,1
609,646,Directed,11636,,,1
609,652,Directed,11637,,,1
609,653,Directed,11638,,,1
609,654,Directed,11639,,,1
609,655,Directed,11640,,,1
609,656,Directed,11641,,,1
609,657,Directed,11642,,,1
609,659,Directed,11643,,,1
609,660,Directed,11644,,,1
609,664,Directed,11645,,,1
609,666,Directed,11646,,,1
609,668,Directed,11647,,,1
609,672,Directed,11648,,,1
609,673,Directed,11649,,,1
609,674,Directed,11650,,,1
609,676,Directed,11651,,,1
609,678,Directed,11652,,,1
609,679,Directed,11653,,,1
609,680,Directed,11654,,,1
609,682,Directed,11655,,,1
609,684,Directed,11656,,,1
609,686,Directed,11657,,,1
609,687,Directed,11658,,,1
609,688,Directed,11659,,,1
609,690,Directed,11660,,,1
609,691,Directed,11661,,,1
609,692,Directed,11662,,,1
609,695,Directed,11663,,,1
609,699,Directed,11664,,,1
610,612,Directed,11665,,,1
610,613,Directed,11666,,,1
610,614,Directed,11667,,,1
610,616,Directed,11668,,,1
610,619,Directed,11669,,,1
610,620,Directed,11670,,,1
610,623,Directed,11671,,,1
610,625,Directed,11672,,,1
610,626,Directed,11673,,,1
610,627,Directed,11674,,,1
610,631,Directed,11675,,,1
610,632,Directed,11676,,,1
610,633,Directed,11677,,,1
610,635,Directed,11678,,,1
610,638,Directed,11679,,,1
610,639,Directed,11680,,,1
610,643,Directed,11681,,,1
610,645,Directed,11682,,,1
610,646,Directed,11683,,,1
610,647,Directed,11684,,,1
610,649,Directed,11685,,,1
610,650,Directed,11686,,,1
610,651,Directed,11687,,,1
610,654,Directed,11688,,,1
610,655,Directed,11689,,,1
610,656,Directed,11690,,,1
610,657,Directed,11691,,,1
610,659,Directed,11692,,,1
610,663,Directed,11693,,,1
610,665,Directed,11694,,,1
610,667,Directed,11695,,,1
610,669,Directed,11696,,,1
610,672,Directed,11697,,,1
610,673,Directed,11698,,,1
610,674,Directed,11699,,,1
610,675,Directed,11700,,,1
610,676,Directed,11701,,,1
610,679,Directed,11702,,,1
610,682,Directed,11703,,,1
610,683,Directed,11704,,,1
610,685,Directed,11705,,,1
610,689,Directed,11706,,,1
610,692,Directed,11707,,,1
610,693,Directed,11708,,,1
610,694,Directed,11709,,,1
610,696,Directed,11710,,,1
610,699,Directed,11711,,,1
611,612,Directed,11712,,,1
611,613,Directed,11713,,,1
611,615,Directed,11714,,,1
611,616,Directed,11715,,,1
611,618,Directed,11716,,,1
611,620,Directed,11717,,,1
611,622,Directed,11718,,,1
611,624,Directed,11719,,,1
611,626,Directed,11720,,,1
611,633,Directed,11721,,,1
611,635,Directed,11722,,,1
611,636,Directed,11723,,,1
611,638,Directed,11724,,,1
611,639,Directed,11725,,,1
611,650,Directed,11726,,,1
611,654,Directed,11727,,,1
611,655,Directed,11728,,,1
611,658,Directed,11729,,,1
611,661,Directed,11730,,,1
611,662,Directed,11731,,,1
611,664,Directed,11732,,,1
611,665,Directed,11733,,,1
611,668,Directed,11734,,,1
611,669,Directed,11735,,,1
611,674,Directed,11736,,,1
611,675,Directed,11737,,,1
611,679,Directed,11738,,,1
611,680,Directed,11739,,,1
611,681,Directed,11740,,,1
611,687,Directed,11741,,,1
611,690,Directed,11742,,,1
611,691,Directed,11743,,,1
612,613,Directed,11744,,,1
612,614,Directed,11745,,,1
612,616,Directed,11746,,,1
612,619,Directed,11747,,,1
612,620,Directed,11748,,,1
612,621,Directed,11749,,,1
612,623,Directed,11750,,,1
612,624,Directed,11751,,,1
612,625,Directed,11752,,,1
612,627,Directed,11753,,,1
612,628,Directed,11754,,,1
612,630,Directed,11755,,,1
612,631,Directed,11756,,,1
612,636,Directed,11757,,,1
612,637,Directed,11758,,,1
612,643,Directed,11759,,,1
612,648,Directed,11760,,,1
612,649,Directed,11761,,,1
612,652,Directed,11762,,,1
612,653,Directed,11763,,,1
612,658,Directed,11764,,,1
612,665,Directed,11765,,,1
612,667,Directed,11766,,,1
612,668,Directed,11767,,,1
612,671,Directed,11768,,,1
612,673,Directed,11769,,,1
612,675,Directed,11770,,,1
612,676,Directed,11771,,,1
612,678,Directed,11772,,,1
612,680,Directed,11773,,,1
612,681,Directed,11774,,,1
612,682,Directed,11775,,,1
612,683,Directed,11776,,,1
612,685,Directed,11777,,,1
612,686,Directed,11778,,,1
612,687,Directed,11779,,,1
612,689,Directed,11780,,,1
612,691,Directed,11781,,,1
612,693,Directed,11782,,,1
612,694,Directed,11783,,,1
612,695,Directed,11784,,,1
612,696,Directed,11785,,,1
612,697,Directed,11786,,,1
613,614,Directed,11787,,,1
613,616,Directed,11788,,,1
613,619,Directed,11789,,,1
613,620,Directed,11790,,,1
613,621,Directed,11791,,,1
613,623,Directed,11792,,,1
613,624,Directed,11793,,,1
613,628,Directed,11794,,,1
613,629,Directed,11795,,,1
613,631,Directed,11796,,,1
613,632,Directed,11797,,,1
613,637,Directed,11798,,,1
613,638,Directed,11799,,,1
613,640,Directed,11800,,,1
613,641,Directed,11801,,,1
613,644,Directed,11802,,,1
613,645,Directed,11803,,,1
613,646,Directed,11804,,,1
613,647,Directed,11805,,,1
613,648,Directed,11806,,,1
613,653,Directed,11807,,,1
613,654,Directed,11808,,,1
613,662,Directed,11809,,,1
613,666,Directed,11810,,,1
613,668,Directed,11811,,,1
613,670,Directed,11812,,,1
613,673,Directed,11813,,,1
613,674,Directed,11814,,,1
613,677,Directed,11815,,,1
613,678,Directed,11816,,,1
613,679,Directed,11817,,,1
613,680,Directed,11818,,,1
613,682,Directed,11819,,,1
613,683,Directed,11820,,,1
613,684,Directed,11821,,,1
613,688,Directed,11822,,,1
613,693,Directed,11823,,,1
613,694,Directed,11824,,,1
613,697,Directed,11825,,,1
613,699,Directed,11826,,,1
614,615,Directed,11827,,,1
614,616,Directed,11828,,,1
614,621,Directed,11829,,,1
614,622,Directed,11830,,,1
614,624,Directed,11831,,,1
614,627,Directed,11832,,,1
614,628,Directed,11833,,,1
614,629,Directed,11834,,,1
614,630,Directed,11835,,,1
614,631,Directed,11836,,,1
614,632,Directed,11837,,,1
614,633,Directed,11838,,,1
614,634,Directed,11839,,,1
614,635,Directed,11840,,,1
614,639,Directed,11841,,,1
614,640,Directed,11842,,,1
614,642,Directed,11843,,,1
614,643,Directed,11844,,,1
614,645,Directed,11845,,,1
614,646,Directed,11846,,,1
614,652,Directed,11847,,,1
614,654,Directed,11848,,,1
614,655,Directed,11849,,,1
614,656,Directed,11850,,,1
614,657,Directed,11851,,,1
614,660,Directed,11852,,,1
614,661,Directed,11853,,,1
614,662,Directed,11854,,,1
614,664,Directed,11855,,,1
614,665,Directed,11856,,,1
614,668,Directed,11857,,,1
614,669,Directed,11858,,,1
614,670,Directed,11859,,,1
614,677,Directed,11860,,,1
614,683,Directed,11861,,,1
614,684,Directed,11862,,,1
614,686,Directed,11863,,,1
614,692,Directed,11864,,,1
614,693,Directed,11865,,,1
614,697,Directed,11866,,,1
614,698,Directed,11867,,,1
615,619,Directed,11868,,,1
615,623,Directed,11869,,,1
615,624,Directed,11870,,,1
615,625,Directed,11871,,,1
615,628,Directed,11872,,,1
615,629,Directed,11873,,,1
615,630,Directed,11874,,,1
615,631,Directed,11875,,,1
615,633,Directed,11876,,,1
615,634,Directed,11877,,,1
615,635,Directed,11878,,,1
615,636,Directed,11879,,,1
615,637,Directed,11880,,,1
615,641,Directed,11881,,,1
615,642,Directed,11882,,,1
615,643,Directed,11883,,,1
615,645,Directed,11884,,,1
615,646,Directed,11885,,,1
615,648,Directed,11886,,,1
615,650,Directed,11887,,,1
615,653,Directed,11888,,,1
615,654,Directed,11889,,,1
615,655,Directed,11890,,,1
615,657,Directed,11891,,,1
615,658,Directed,11892,,,1
615,660,Directed,11893,,,1
615,662,Directed,11894,,,1
615,666,Directed,11895,,,1
615,667,Directed,11896,,,1
615,669,Directed,11897,,,1
615,670,Directed,11898,,,1
615,671,Directed,11899,,,1
615,673,Directed,11900,,,1
615,675,Directed,11901,,,1
615,676,Directed,11902,,,1
615,681,Directed,11903,,,1
615,682,Directed,11904,,,1
615,683,Directed,11905,,,1
615,686,Directed,11906,,,1
615,688,Directed,11907,,,1
615,691,Directed,11908,,,1
615,693,Directed,11909,,,1
615,697,Directed,11910,,,1
615,699,Directed,11911,,,1
616,618,Directed,11912,,,1
616,622,Directed,11913,,,1
616,624,Directed,11914,,,1
616,625,Directed,11915,,,1
616,628,Directed,11916,,,1
616,630,Directed,11917,,,1
616,631,Directed,11918,,,1
616,632,Directed,11919,,,1
616,635,Directed,11920,,,1
616,638,Directed,11921,,,1
616,639,Directed,11922,,,1
616,640,Directed,11923,,,1
616,643,Directed,11924,,,1
616,644,Directed,11925,,,1
616,645,Directed,11926,,,1
616,648,Directed,11927,,,1
616,649,Directed,11928,,,1
616,650,Directed,11929,,,1
616,652,Directed,11930,,,1
616,654,Directed,11931,,,1
616,655,Directed,11932,,,1
616,658,Directed,11933,,,1
616,659,Directed,11934,,,1
616,660,Directed,11935,,,1
616,661,Directed,11936,,,1
616,665,Directed,11937,,,1
616,666,Directed,11938,,,1
616,668,Directed,11939,,,1
616,669,Directed,11940,,,1
616,671,Directed,11941,,,1
616,673,Directed,11942,,,1
616,676,Directed,11943,,,1
616,678,Directed,11944,,,1
616,679,Directed,11945,,,1
616,680,Directed,11946,,,1
616,683,Directed,11947,,,1
616,685,Directed,11948,,,1
616,687,Directed,11949,,,1
616,689,Directed,11950,,,1
616,694,Directed,11951,,,1
616,695,Directed,11952,,,1
616,696,Directed,11953,,,1
616,697,Directed,11954,,,1
616,698,Directed,11955,,,1
616,699,Directed,11956,,,1
617,618,Directed,11957,,,1
617,619,Directed,11958,,,1
617,620,Directed,11959,,,1
617,621,Directed,11960,,,1
617,622,Directed,11961,,,1
617,623,Directed,11962,,,1
617,625,Directed,11963,,,1
617,626,Directed,11964,,,1
617,627,Directed,11965,,,1
617,628,Directed,11966,,,1
617,629,Directed,11967,,,1
617,630,Directed,11968,,,1
617,631,Directed,11969,,,1
617,637,Directed,11970,,,1
617,638,Directed,11971,,,1
617,639,Directed,11972,,,1
617,641,Directed,11973,,,1
617,644,Directed,11974,,,1
617,648,Directed,11975,,,1
617,649,Directed,11976,,,1
617,650,Directed,11977,,,1
617,651,Directed,11978,,,1
617,653,Directed,11979,,,1
617,654,Directed,11980,,,1
617,655,Directed,11981,,,1
617,656,Directed,11982,,,1
617,657,Directed,11983,,,1
617,659,Directed,11984,,,1
617,661,Directed,11985,,,1
617,664,Directed,11986,,,1
617,665,Directed,11987,,,1
617,666,Directed,11988,,,1
617,668,Directed,11989,,,1
617,670,Directed,11990,,,1
617,671,Directed,11991,,,1
617,674,Directed,11992,,,1
617,677,Directed,11993,,,1
617,679,Directed,11994,,,1
617,681,Directed,11995,,,1
617,682,Directed,11996,,,1
617,683,Directed,11997,,,1
617,686,Directed,11998,,,1
617,688,Directed,11999,,,1
617,692,Directed,12000,,,1
617,693,Directed,12001,,,1
617,696,Directed,12002,,,1
617,697,Directed,12003,,,1
617,698,Directed,12004,,,1
618,619,Directed,12005,,,1
618,620,Directed,12006,,,1
618,621,Directed,12007,,,1
618,622,Directed,12008,,,1
618,628,Directed,12009,,,1
618,629,Directed,12010,,,1
618,630,Directed,12011,,,1
618,633,Directed,12012,,,1
618,638,Directed,12013,,,1
618,640,Directed,12014,,,1
618,641,Directed,12015,,,1
618,642,Directed,12016,,,1
618,643,Directed,12017,,,1
618,646,Directed,12018,,,1
618,647,Directed,12019,,,1
618,650,Directed,12020,,,1
618,651,Directed,12021,,,1
618,652,Directed,12022,,,1
618,654,Directed,12023,,,1
618,655,Directed,12024,,,1
618,657,Directed,12025,,,1
618,662,Directed,12026,,,1
618,664,Directed,12027,,,1
618,668,Directed,12028,,,1
618,677,Directed,12029,,,1
618,680,Directed,12030,,,1
618,682,Directed,12031,,,1
618,685,Directed,12032,,,1
618,686,Directed,12033,,,1
618,687,Directed,12034,,,1
618,688,Directed,12035,,,1
618,689,Directed,12036,,,1
618,691,Directed,12037,,,1
618,692,Directed,12038,,,1
618,693,Directed,12039,,,1
618,694,Directed,12040,,,1
618,698,Directed,12041,,,1
618,699,Directed,12042,,,1
619,620,Directed,12043,,,1
619,621,Directed,12044,,,1
619,622,Directed,12045,,,1
619,624,Directed,12046,,,1
619,627,Directed,12047,,,1
619,630,Directed,12048,,,1
619,631,Directed,12049,,,1
619,632,Directed,12050,,,1
619,633,Directed,12051,,,1
619,634,Directed,12052,,,1
619,637,Directed,12053,,,1
619,642,Directed,12054,,,1
619,643,Directed,12055,,,1
619,645,Directed,12056,,,1
619,647,Directed,12057,,,1
619,654,Directed,12058,,,1
619,657,Directed,12059,,,1
619,658,Directed,12060,,,1
619,659,Directed,12061,,,1
619,660,Directed,12062,,,1
619,661,Directed,12063,,,1
619,662,Directed,12064,,,1
619,664,Directed,12065,,,1
619,666,Directed,12066,,,1
619,667,Directed,12067,,,1
619,669,Directed,12068,,,1
619,670,Directed,12069,,,1
619,671,Directed,12070,,,1
619,674,Directed,12071,,,1
619,677,Directed,12072,,,1
619,678,Directed,12073,,,1
619,681,Directed,12074,,,1
619,682,Directed,12075,,,1
619,683,Directed,12076,,,1
619,684,Directed,12077,,,1
619,688,Directed,12078,,,1
619,691,Directed,12079,,,1
619,694,Directed,12080,,,1
619,695,Directed,12081,,,1
619,696,Directed,12082,,,1
619,697,Directed,12083,,,1
619,698,Directed,12084,,,1
619,699,Directed,12085,,,1
620,621,Directed,12086,,,1
620,622,Directed,12087,,,1
620,624,Directed,12088,,,1
620,625,Directed,12089,,,1
620,629,Directed,12090,,,1
620,631,Directed,12091,,,1
620,632,Directed,12092,,,1
620,634,Directed,12093,,,1
620,637,Directed,12094,,,1
620,638,Directed,12095,,,1
620,640,Directed,12096,,,1
620,643,Directed,12097,,,1
620,644,Directed,12098,,,1
620,645,Directed,12099,,,1
620,648,Directed,12100,,,1
620,649,Directed,12101,,,1
620,650,Directed,12102,,,1
620,653,Directed,12103,,,1
620,655,Directed,12104,,,1
620,656,Directed,12105,,,1
620,660,Directed,12106,,,1
620,662,Directed,12107,,,1
620,665,Directed,12108,,,1
620,669,Directed,12109,,,1
620,670,Directed,12110,,,1
620,672,Directed,12111,,,1
620,674,Directed,12112,,,1
620,676,Directed,12113,,,1
