Source,Target,Type,Id,Label,timeset,Weight
429,497,Directed,8057,,,1
430,438,Directed,8058,,,1
430,446,Directed,8059,,,1
430,464,Directed,8060,,,1
430,468,Directed,8061,,,1
430,471,Directed,8062,,,1
430,493,Directed,8063,,,1
430,496,Directed,8064,,,1
430,497,Directed,8065,,,1
431,432,Directed,8066,,,1
432,459,Directed,8067,,,1
432,482,Directed,8068,,,1
433,444,Directed,8069,,,1
433,472,Directed,8070,,,1
434,455,Directed,8071,,,1
434,462,Directed,8072,,,1
434,464,Directed,8073,,,1
434,473,Directed,8074,,,1
434,488,Directed,8075,,,1
435,473,Directed,8076,,,1
435,478,Directed,8077,,,1
435,483,Directed,8078,,,1
435,489,Directed,8079,,,1
435,496,Directed,8080,,,1
436,451,Directed,8081,,,1
436,475,Directed,8082,,,1
436,498,Directed,8083,,,1
437,450,Directed,8084,,,1
437,466,Directed,8085,,,1
437,470,Directed,8086,,,1
437,483,Directed,8087,,,1
437,495,Directed,8088,,,1
437,496,Directed,8089,,,1
438,485,Directed,8090,,,1
438,495,Directed,8091,,,1
439,479,Directed,8092,,,1
439,485,Directed,8093,,,1
439,487,Directed,8094,,,1
439,489,Directed,8095,,,1
439,492,Directed,8096,,,1
440,458,Directed,8097,,,1
440,475,Directed,8098,,,1
440,480,Directed,8099,,,1
440,489,Directed,8100,,,1
441,468,Directed,8101,,,1
442,448,Directed,8102,,,1
442,453,Directed,8103,,,1
442,469,Directed,8104,,,1
442,477,Directed,8105,,,1
442,490,Directed,8106,,,1
442,493,Directed,8107,,,1
443,450,Directed,8108,,,1
443,451,Directed,8109,,,1
443,458,Directed,8110,,,1
443,471,Directed,8111,,,1
444,468,Directed,8112,,,1
444,495,Directed,8113,,,1
446,477,Directed,8114,,,1
446,487,Directed,8115,,,1
447,467,Directed,8116,,,1
447,492,Directed,8117,,,1
447,497,Directed,8118,,,1
448,449,Directed,8119,,,1
448,460,Directed,8120,,,1
448,470,Directed,8121,,,1
448,472,Directed,8122,,,1
449,451,Directed,8123,,,1
449,466,Directed,8124,,,1
449,474,Directed,8125,,,1
449,498,Directed,8126,,,1
451,468,Directed,8127,,,1
451,474,Directed,8128,,,1
451,478,Directed,8129,,,1
453,495,Directed,8130,,,1
454,466,Directed,8131,,,1
454,486,Directed,8132,,,1
454,488,Directed,8133,,,1
455,476,Directed,8134,,,1
456,463,Directed,8135,,,1
456,464,Directed,8136,,,1
457,471,Directed,8137,,,1
457,487,Directed,8138,,,1
457,488,Directed,8139,,,1
458,471,Directed,8140,,,1
458,481,Directed,8141,,,1
458,484,Directed,8142,,,1
458,487,Directed,8143,,,1
459,485,Directed,8144,,,1
460,478,Directed,8145,,,1
460,490,Directed,8146,,,1
460,498,Directed,8147,,,1
461,464,Directed,8148,,,1
461,473,Directed,8149,,,1
462,464,Directed,8150,,,1
463,468,Directed,8151,,,1
463,485,Directed,8152,,,1
466,481,Directed,8153,,,1
467,475,Directed,8154,,,1
467,480,Directed,8155,,,1
468,479,Directed,8156,,,1
468,481,Directed,8157,,,1
468,489,Directed,8158,,,1
468,497,Directed,8159,,,1
471,487,Directed,8160,,,1
473,483,Directed,8161,,,1
473,486,Directed,8162,,,1
473,487,Directed,8163,,,1
473,488,Directed,8164,,,1
474,478,Directed,8165,,,1
474,486,Directed,8166,,,1
476,479,Directed,8167,,,1
476,491,Directed,8168,,,1
478,483,Directed,8169,,,1
478,484,Directed,8170,,,1
478,493,Directed,8171,,,1
479,495,Directed,8172,,,1
485,491,Directed,8173,,,1
486,490,Directed,8174,,,1
487,495,Directed,8175,,,1
489,493,Directed,8176,,,1
489,495,Directed,8177,,,1
489,499,Directed,8178,,,1
491,492,Directed,8179,,,1
496,499,Directed,8180,,,1
